meta.code,th
ui.panel.desc_toolbar,ปุ่มจัดรูปแบบและสวิตช์โหมดทั้งหมด — ตัวหนา/เอียง · จัดหน้า · โหมดอ่าน/โฟกัส · เปิด-ปิดแผงอื่น
ui.panel.desc_tree,สารบัญของผลงานทั้งเล่ม — เล่ม → บท → ฉาก พร้อม Wiki คลังรูป และถังขยะ · ลากสลับลำดับได้ · ช่องค้นหาด้านบนกรองได้ทั้งชื่อ แท็ก และสถานะ
ui.panel.draftExportTitle,ส่งออกฉบับร่าง
ui.panel.dragHandle,ลากเพื่อย้ายแถบ
ui.panel.emptyContent,(ว่าง)
ui.panel.fab,สร้างใหม่
ui.panel.fabChapter,สร้างบท
ui.panel.fabCharacter,สร้างตัวละคร
ui.panel.fabLocation,สร้างสถานที่
ui.panel.fabMemo,สร้าง Memo
ui.panel.fabNote,สร้างโน้ต
ui.panel.fabScene,สร้างฉาก
ui.panel.float,ลอยแผงออกมา / ผนึกกลับ
ui.panel.galleryBoardTitle,กระดานอารมณ์
ui.panel.galleryTitle,คลังรูปภาพ
ui.panel.historyTitle,🕘 ประวัติการทำงาน
ui.panel.jumpedInMain,กระโดดไปตำแหน่งนั้นที่หน้าต่างหลักแล้ว
ui.panel.kanbanTitle,Kanban
ui.panel.layoutReset,รีเซ็ตการจัดวางแผงแล้ว
ui.panel.logEmpty,(ยังไม่มีบันทึก)
ui.panel.logTitle,บันทึกการทำงานของโปรแกรม (Log)
ui.panel.manage,📐 จัดการแผง
ui.panel.mapsTitle,แผนที่
ui.panel.navigation,Navigation
ui.panel.noVersions,ยังไม่มีเวอร์ชันที่บันทึกไว้
ui.panel.outline,เค้าโครง
ui.panel.playerTitle,▶️ ทดลองเล่น
ui.panel.project,โปรเจกต์
ui.panel.properties,คุณสมบัติ
ui.panel.recordTitle,🗒 บันทึกประจำวัน
ui.panel.reloadedFromPanelWin,อัปเดตเนื้อฉากจากหน้าต่างแผงแล้ว
ui.panel.resetAll,⟲ รีเซ็ตการจัดวางแผงทั้งหมด
ui.panel.sceneGuard,⏸ หน้าต่างหลักยังไม่ได้บันทึก
ui.panel.sceneGuard2,ดูได้อย่างเดียวจนกว่าจะกดบันทึกที่นั่น
ui.panel.searchPlaceholder,🔍 ค้นหา / กรอง — เช่น status:กำลังเขียน tag:บู๊
ui.panel.searchToggle,เปิด/ปิดช่องค้นหา
ui.panel.selectScene,เลือกฉากเพื่อดูคุณสมบัติ
ui.panel.sortBy,เรียงตาม
ui.panel.sortDefault,เรียงตามค่าเริ่มต้น
ui.panel.sortModified,เวลาแก้ไข
ui.panel.sortName,ชื่อ
ui.panel.sortStatus,สถานะ
ui.panel.sortWords,จำนวนคำ
ui.panel.spaceAll,ซ่อนแผงทั้งหมด — เหลือแต่พื้นที่เขียน (กดซ้ำเพื่อเรียกกลับ)
ui.panel.spaceHideAll,⬒ ซ่อนแผงทั้งหมด (เหลือแต่พื้นที่เขียน)
ui.panel.spaceHideLeft,◨ ซ่อนแผงฝั่งซ้าย
ui.panel.spaceHideRight,⬓ ซ่อนแผงฝั่งขวา
ui.panel.spaceNone,ไม่มีแผงให้ซ่อนแล้ว
ui.panel.spaceRestored,คืนแผงที่ซ่อนไว้แล้ว
ui.panel.spaceShow,⬒ คืนแผงที่ซ่อนไว้
ui.panel.spaceSide,ซ่อนแผงฝั่ง
ui.panel.thisScene,ฉากนี้
ui.panel.timelineTitle,เส้นเวลา
ui.panel.trayRestorePost,""" กลับมา"
ui.panel.trayRestorePre,"คลิกเพื่อเรียกแผง """
ui.panel.unreadable,(อ่านไม่ได้)
ui.panel.versionHistoryTitle,ประวัติเวอร์ชัน — 
ui.panel.waitingMain,(กำลังรอข้อมูลจากหน้าต่างหลัก…)
ui.panel.whatIsThis,❔ นี่คืออะไร
ui.panel.wsApplied,สลับเวิร์กสเปซ: 
ui.panel.wsBuiltin,ชื่อนี้เป็นชุดสำเร็จรูป ตั้งซ้ำไม่ได้
ui.panel.wsDelAsk,ลบเวิร์กสเปซ “
ui.panel.wsDelete,🗑 ลบเวิร์กสเปซ…
ui.panel.wsDeleted,ลบเวิร์กสเปซแล้ว: 
ui.panel.wsMenu,🗂 เวิร์กสเปซ…
ui.panel.wsName,ตั้งชื่อเวิร์กสเปซ
ui.panel.wsNameHint,เช่น เขียนตอนเช้า / ตรวจงาน
ui.panel.wsPick,🗂 เวิร์กสเปซ — สลับชุดการจัดวางแผง
ui.panel.wsSave,＋ บันทึกการจัดวางตอนนี้เป็นเวิร์กสเปซ…
ui.panel.wsSaved,บันทึกเวิร์กสเปซแล้ว: 
ui.percentGoal,% เป้าหมาย
ui.player.aChoice,ทางเลือก
ui.player.atEnd,ตอนจบ
ui.player.atStart,จุดเริ่ม
ui.player.back,ย้อนกลับ
ui.player.backHint,ถอยหนึ่งก้าว (ทางเลือกล่าสุดถูกถอนออกจากเส้นทาง)
ui.player.clearRuns,ล้าง
ui.player.cleared,ล้างรอบการเล่นแล้ว
ui.player.close,ปิด
ui.player.deadHint,ทางเลือกนี้ยังไม่มีปลายทาง — ไปกำหนดที่ผังแตกสาย
ui.player.editScene,แก้ฉากนี้
ui.player.editSceneHint,เปิดฉากนี้ในพื้นที่เขียน
ui.player.empty,ยังไม่มีเรื่องแตกสายให้เล่น — เพิ่มทางเลือกให้ฉากสักฉากที่ผังแตกสาย (🌿) ก่อน
ui.player.emptyScene,(ฉากนี้ยังไม่มีเนื้อเรื่อง)
ui.player.exportRuns,ส่งออก
ui.player.exported,ส่งออกรอบการเล่นแล้ว: 
ui.player.goneScene,ฉากหาย
ui.player.history,ประวัติ
ui.player.historyHint,รอบการเล่นทั้งหมดที่ผ่านมา
ui.player.jumpBack,คลิกเพื่อย้อนกลับมาที่นี่
ui.player.loadFail,อ่านฉากไม่สำเร็จ
ui.player.loading,กำลังอ่านเรื่อง…
ui.player.noFile,ฉากนี้ยังไม่มีไฟล์
ui.player.noRuns,ยังไม่มีรอบการเล่น — กดทางเลือกในโหมดทดลองเล่นแล้วจะถูกบันทึกที่นี่
ui.player.noTarget,ยังไม่ระบุปลายทาง
ui.player.pickStart,เริ่มเล่นจากฉากไหน
ui.player.reload,อ่านเนื้อเรื่องใหม่จากไฟล์
ui.player.restart,เริ่มใหม่
ui.player.restartHint,เริ่มเล่นรอบใหม่จากฉากเริ่มเดิม
ui.player.runsTitle,รอบการเล่นที่ผ่านมา
ui.player.scenesUnit,ฉาก
ui.player.showOnMap,ดูบนผัง
ui.player.step,ก้าวที่
ui.player.theEnd,จบสายนี้แล้ว
ui.player.walked,เดินมาทั้งหมด
ui.player.youWill,คุณจะ…
ui.plugin.failed,ปลั๊กอินพัง — ปิดไว้ชั่วคราว
ui.plugin.loaded,โหลดปลั๊กอิน
ui.plugin.needsNewer,ต้องใช้ Killian รุ่นใหม่กว่านี้
ui.projectCreated,สร้างโปรเจกต์ใหม่แล้ว: 
ui.projectExists,มีโปรเจกต์นี้อยู่แล้ว — เปิดให้แทน
ui.scenes,ฉาก
ui.settings.author,ผู้เขียน
ui.settings.autoBackup,สำรองเวอร์ชันอัตโนมัติเมื่อบันทึก
ui.settings.autoMention,จับชื่อ Wiki อัตโนมัติ
ui.settings.autoMentionHint,ไฮไลต์ชื่อจากคลัง Wiki ในเนื้อเรื่อง
ui.settings.autoSaveHint,0 = ปิดบันทึกอัตโนมัติ
ui.settings.autoSaveMinutes,บันทึกอัตโนมัติทุก ๆ (นาที)
ui.settings.autoSync,Auto-sync
ui.settings.autoSyncHint,อัปเดตชื่อเอนทิตี้ในทุกไฟล์โดยอัตโนมัติ
ui.settings.automation,อัตโนมัติ
ui.settings.dailyGoal,เป้าหมายคำต่อวัน
ui.settings.downloadLanguage,ดาวน์โหลดภาษาเพิ่ม…
ui.settings.focusDim,ความจางของบรรทัดอื่น (โหมดโฟกัส)
ui.settings.focusDimHint,0.05 = จางมาก · 0.8 = เกือบไม่จาง
ui.settings.fontFamily,แบบอักษร
ui.settings.fontFamilyHint,เลือกฟอนต์สำหรับตัวแก้ไข (เพิ่มฟอนต์ในโฟลเดอร์ Fonts ในโปรเจกต์)
ui.settings.fontSize,ขนาดตัวอักษรตัวแก้ไข
ui.settings.fontSizeHint,ปรับเพิ่ม/ลดจากขนาดปกติ
ui.settings.general,ทั่วไป
ui.settings.language,ภาษา
ui.settings.languageSelect,ภาษาของอินเทอร์เฟซ
ui.settings.lineNumbers,แสดงเลขบรรทัด
ui.settings.lineNumbersHint,นับตามย่อหน้า/บล็อก
ui.settings.maxBackups,จำนวนเวอร์ชันอัตโนมัติสูงสุด
ui.settings.maxBackupsHint,เวอร์ชันที่ตั้งชื่อเองไม่ถูกลบ
ui.settings.projectGoal,เป้าหมายคำทั้งโปรเจกต์
