meta.code,en
ui.aiAssistant.msg2,Funny
ui.aiAssistant.msg3,Formal
ui.aiAssistant.msg4,Suspenseful
ui.aiAssistant.msg5,Romantic
ui.aiAssistant.putMoodNotDo,Add light humour without undermining the story
ui.aiAssistant.replyLang,Answer in language: 
ui.aiAssistant.replyThaiAlwaysSend,Always answer in English. Send only the resulting text — do not explain what you did and do not wrap the result in quotation marks.
ui.aiAssistant.sentenceShortConcisePace,"Short, tight sentences that quicken the pace and build tension"
ui.aiAssistant.shortMoreSentence,Very short (1-2 sentences)
ui.aiAssistant.story,Story: 
ui.aiAssistant.summaryTextInEvent,"Summarise the following text so it is easy to follow, keeping the key events and the characters who appear"
ui.aiAssistant.synopsisScene,Scene synopsis: 
ui.aiAssistant.textSource,### Source text
ui.aiAssistant.tone,Tone guide: 
ui.aiAssistant.toneNeed,Desired tone: 
ui.aiAssistant.useLangImageWord,"Use polite, formal language and avoid slang"
ui.aiAssistant.useLangSpeakStyle,"Use casual, conversational language that reads smoothly"
ui.aiAssistant.view,Point of view 
ui.aiAssistant.writeNextTextCont,"Continue from the following text so it flows naturally, keeping the same style and point of view"
ui.aiAssistant.writeTextNewRead,Rewrite the following text so it reads more smoothly and concisely while keeping exactly the same meaning
ui.aiAssistant.youEditorWriterNovel,You are a professional editor and novelist/screenwriter. 
ui.aiBridge.aiRagNewIndex,ai rag: building index
ui.aiBridge.aiRagRetrieveFail,ai rag: retrieve failed
ui.aiBridge.busyNewIndexBody,Building the content index…
ui.aiCharacter.ability,Abilities
ui.aiCharacter.cantSetChangePair,"If the change to match the other speaker was not intended, change it to ""{0}"""
ui.aiCharacter.characterAlwaysReplyForbid,"4. If the character is already consistent, answer [] — do not invent problems"
ui.aiCharacter.checkAlwaysCharacterScene,"Check the consistency of character ""{0}"" across every scene the character appears in"
ui.aiCharacter.checkSetChangeSound,"Check whether the change of voice to suit the situation was intended; if not, change it to ""{0}"""
ui.aiCharacter.compareSceneSceneCompare,"1. Compare scene with scene, and against the profile — always give the sceneId of the scene with the problem"
ui.aiCharacter.fileCharacter,### Character profile
ui.aiCharacter.image,Appearance
ui.aiCharacter.issueProblemFoundThai,"""issue"":""the problem found"",""evidence"":""quote from the scene"",""suggestion"":""suggested fix""}}]"
ui.aiCharacter.itemEditActEdit,"3. Give fixes that can actually be carried out (which sentence to change, and to what)"
ui.aiCharacter.msg,Personality and reactions
ui.aiCharacter.mustView,Points to check:
ui.aiCharacter.notFoundDataCharacter,No character data found in the Wiki
ui.aiCharacter.notFoundSceneHas,"No scene featuring ""{0}"" was found"
ui.aiCharacter.readFileCharacterScene,"Read the character profile and the scenes the character appears in, then point out where the character acts or speaks out of keeping with themselves in other scenes or with the profile. "
ui.aiCharacter.relationCharacterOther,Relationships with other characters
ui.aiCharacter.reportOnlyThingText,Report only genuine contradictions in the text you were given. Answer in JSON only.
ui.aiCharacter.sceneCallItemScene,"In this scene {0} calls themselves ""{1}"" while other scenes use ""{2}"""
ui.aiCharacter.sceneCharacterAppear,### Scenes where this character appears
ui.aiCharacter.sceneIdAspectSeverityCritical,"[{{""sceneId"":""<scene id>"",""aspect"":""<point from the list above>"",""severity"":""critical|major|minor"","
ui.aiCharacter.sceneUseWordScene,"This scene uses the sentence ending ""{0}"" while {1}'s other scenes mainly use ""{2}"""
ui.aiCharacter.textShortSceneMain,2. Quote a short passage from the scene as evidence for every point
ui.aiCharacter.thingCharacterNot,What the character should / should not know
ui.aiCharacter.timeStory, · Story time: 
ui.aiCharacter.youEditorSourceStory,You are a manuscript editor who specialises in character consistency. 
ui.aiChat.cantPrintWordAsk,No question typed yet
ui.aiChat.dataNotAtNot,"If the information is not enough, say plainly that it is not in the story. Do not guess on the author's behalf. "
ui.aiChat.dataRefStory,Reference material from this story
ui.aiChat.eventTime,"Event: {0}
Time: {1}{2}
{3}"
ui.aiChat.page,"Wiki page: {0}
{1}"
ui.aiChat.replyThaiUseOnly,"Answer in English, relying mainly on the reference material provided. "
ui.aiChat.scene,"Scene: {0}
{1}"
ui.aiChat.toScenePageSpecify,"When referring to a scene or wiki page, give its name in square brackets as it appears in the reference material"
ui.aiChat.wordAsk,"{0}

### Question
{1}"
ui.aiChat.wordAskNotFound,"### Question
{0}

(No reference material found in the project — if you cannot answer, say so plainly)"
ui.aiChat.youAssistantKnownWorld,You are an assistant who knows this writer's world and story well. 
ui.aiChatPanel.actCmdOk,Carried out {0} {0|command|commands} — {1}/{2} succeeded
ui.aiChatPanel.addFileInContext,Add files to this session's context
ui.aiChatPanel.aIAct,"The AI wants to carry out:

"
ui.aiChatPanel.aIActNotAsk,The AI will act on its own without asking (except delete commands)
ui.aiChatPanel.aIAskBeforeAll,The AI will ask before every command
ui.aiChatPanel.aiChatCollectContext,ai-chat: failed to gather context
ui.aiChatPanel.aiChatReadFolder,ai-chat: cannot read the session folder
ui.aiChatPanel.aiChatReadSession,ai-chat: cannot read session 
ui.aiChatPanel.aIDelProject,"The AI wants to delete items in the project:

"
ui.aiChatPanel.arrangeKeep,Archive
ui.aiChatPanel.arrangeKeepSessionDone,Session archived
ui.aiChatPanel.askBeforeAlwaysDel, Always ask before deleting anything
ui.aiChatPanel.askBeforeDelAlways,Will always ask before deleting
ui.aiChatPanel.assistant,Assistant
ui.aiChatPanel.assistantFileMdFolder,Assistant skills (.md files in the project's Skills/ folder)
ui.aiChatPanel.backListSession,Back to the session list
ui.aiChatPanel.btnSendSetFile,The send key can be changed in menu AI → AI settings
ui.aiChatPanel.busyActF,Carrying out {0} {0|command|commands}…
ui.aiChatPanel.busyContinue,Continuing…
ui.aiChatPanel.busyRunPressBack,Working: {0} · {1}s — click to go back
ui.aiChatPanel.busyThink,Thinking…
ui.aiChatPanel.busyThinkNext,Still thinking…
ui.aiChatPanel.cache, · cache {0}
ui.aiChatPanel.cache2,Cached tokens
ui.aiChatPanel.callAINotOk,The AI call failed
ui.aiChatPanel.cancelSet,Cancel the whole batch
ui.aiChatPanel.cantSettingsProviderAI,No AI provider set up yet — menu AI → AI settings
ui.aiChatPanel.changeName,Rename
ui.aiChatPanel.char,  ({0} {0|character|characters})
ui.aiChatPanel.clickViewDetail,— click to see details —
ui.aiChatPanel.closeAsk,Stop asking
ui.aiChatPanel.closeAskBeforeDel,"Stop asking before deleting?

The AI will be able to delete books/chapters/scenes/entities immediately without asking you again
"
ui.aiChatPanel.closeBackSession,Close — back to the session
ui.aiChatPanel.cmdAct,Commands carried out (
ui.aiChatPanel.contextCapLearned,This model accepts about {0} {0|token|tokens} of context — history will be trimmed to fit next time; you can send again
ui.aiChatPanel.continueBtn,Continue
ui.aiChatPanel.continuePrompt,"Continue your previous reply exactly where it stopped. Do not repeat what you already wrote, do not start over, do not add explanations."
ui.aiChatPanel.continueTip,Ask the AI to keep writing from where this reply stopped
ui.aiChatPanel.copyDialogueAll,⧉ Copy the whole conversation
ui.aiChatPanel.copyDialogueDone,Conversation copied
ui.aiChatPanel.copyMarkdown,Share (copy as Markdown)
ui.aiChatPanel.copyText,Copy this message
ui.aiChatPanel.countTextAssistant,Assistant messages
ui.aiChatPanel.countTextUser,User messages
ui.aiChatPanel.cutLong,"
…(cut because it was too long)"
ui.aiChatPanel.dashRemember,Limit
ui.aiChatPanel.dataProjectLevelIn,"

Project data (access level: "
ui.aiChatPanel.dateNewSession,Session created
ui.aiChatPanel.del,Delete
ui.aiChatPanel.delSession,"Delete session ""{0}""?"
ui.aiChatPanel.delSession2,Delete this session
ui.aiChatPanel.delSessionDone,Session deleted
ui.aiChatPanel.detailContext,Context details
ui.aiChatPanel.detailEdit,Details · how to fix
ui.aiChatPanel.do,Do it
ui.aiChatPanel.doCmdNotMust, Carry out commands without asking
ui.aiChatPanel.exitArrangeKeep,Unarchive
ui.aiChatPanel.export,Output tokens
ui.aiChatPanel.fileMdOneFile,Skills live in {0}/ — one .md file = one skill
ui.aiChatPanel.helpWriteNewEdit,"Co-write — can actually create/edit books, chapters, scenes and entities (cannot delete)
"
ui.aiChatPanel.historyTrimmed,- {0} older {0|message|messages} trimmed to fit the model budget -
ui.aiChatPanel.ideaModel,Model's reasoning
ui.aiChatPanel.import,Input tokens
ui.aiChatPanel.insertShortcode,Insert shortcode (resolved immediately)
ui.aiChatPanel.itemPickSession,Session options
ui.aiChatPanel.jSONModelCmd,JSON the model sent
ui.aiChatPanel.levelInTo,Access level
ui.aiChatPanel.levelInToAI,Access level — the AI only sees content at this level
ui.aiChatPanel.levelUseIdeaModel,Model reasoning effort — applies to this session only
ui.aiChatPanel.longSkip,Skills over the quota were skipped: {0}
ui.aiChatPanel.mode,Mode
ui.aiChatPanel.modelSessionValueSet,This session's model — overrides the value in AI settings (independent of each other)
ui.aiChatPanel.modeRun,"Working mode
"
ui.aiChatPanel.msg,Cost: 
ui.aiChatPanel.msg2,{0} {0|skill|skills}: {1}
ui.aiChatPanel.nameSession,Session name
ui.aiChatPanel.newFolderFileSample,Create skills folder + sample file
ui.aiChatPanel.not,Unknown
ui.aiChatPanel.notDashRememberModel,Model limit unknown
ui.aiChatPanel.notFoundSessionAt,No session matches the search
ui.aiChatPanel.notHas,— none —
ui.aiChatPanel.notHasFilePress,No skill files yet — click to create {0}/ with a sample file
ui.aiChatPanel.notHasSessionPress,"No sessions yet — press ""New session"" to start chatting"
ui.aiChatPanel.notHasText,No messages yet
ui.aiChatPanel.open,Active skills: 
ui.aiChatPanel.openFolder,Open skills folder
ui.aiChatPanel.openProjectBeforeDone,Open a project first; chat sessions are then kept in that project's Sessions/ folder
ui.aiChatPanel.partialNote,Reply stopped midway — the text received so far was kept
ui.aiChatPanel.pickFileNotOk,Could not pick the file
ui.aiChatPanel.plannerReadProjectNot,"Plan — can read the project but does not touch files
"
ui.aiChatPanel.printTextEnterSend,Type a message… (Enter = send · Shift+Enter = new line)
ui.aiChatPanel.printTextShiftEnter,Type a message… (Shift+Enter = send · Enter = new line)
ui.aiChatPanel.ragBuildFail,Could not build the AI search index
ui.aiChatPanel.ragRetrieveFail,Could not retrieve relevant content for the AI
ui.aiChatPanel.readNotOk,Could not read skills
ui.aiChatPanel.restartClearDialogue,Start over (clear the conversation)
ui.aiChatPanel.restartClearDialogueSession,Start over — clear this session's conversation (keeps mode/model/attachments)
ui.aiChatPanel.restartClearDialogueText,"Start over — clear the {0} {0|message|messages} of ""{1}""?"
ui.aiChatPanel.resultCmdSendBack,Command results sent back to the model
ui.aiChatPanel.resultSendBackModel,Results sent back to the model
ui.aiChatPanel.roundNotEndPrint,"Stopped after {0} {0|round|rounds} to avoid an endless loop — type ""continue"" if it isn't finished"
ui.aiChatPanel.sceneOpen,Open scene
ui.aiChatPanel.searchSessionNameText,Search sessions (name or message text)…
ui.aiChatPanel.send,Send
ui.aiChatPanel.sendFailed,Could not send the message to the AI
ui.aiChatPanel.session,Session
ui.aiChatPanel.sessionExitArrangeKeep,Session unarchived
ui.aiChatPanel.sessionNew,New session
ui.aiChatPanel.sessionSaveSendText, · The session is saved when you send the first message
ui.aiChatPanel.settingsAI,(per AI settings)
ui.aiChatPanel.showSessionArrangeKeep, Show archived sessions
ui.aiChatPanel.showTextJSON,{{ }} Show raw text (JSON)
ui.aiChatPanel.staleSaveRebased,Stale save detected - rebased onto the latest messages
ui.aiChatPanel.startDialogueNewDone,Started a new conversation (mode/model/attachments kept)
ui.aiChatPanel.startModeF,"Start chatting — mode ""{0}"" · can see: {1}"
ui.aiChatPanel.statusError,The last reply failed
ui.aiChatPanel.statusIdle,Ready
ui.aiChatPanel.statusRunning,Thinking…
ui.aiChatPanel.stopHint,Cancel the in-flight request
ui.aiChatPanel.styleUseResult,Reasoning tokens
ui.aiChatPanel.systemPromptSendRound,System prompt sent this round
ui.aiChatPanel.text, messages
ui.aiChatPanel.textSession,Messages in the session
ui.aiChatPanel.think, · thought {0}
ui.aiChatPanel.tokenInOut,tokens: in {0} · out {1}
ui.aiChatPanel.trashRecoverRestoreNot,"(items still go to the trash and can be restored, but you won't get a chance to object)"
ui.aiChatPanel.truncatedNote,Reply cut off at the length limit (Max Tokens)
ui.aiChatPanel.unlockFullAIDel,Fully unlocked — the AI can delete items without asking
ui.aiChatPanel.unlockFullDoAll,Fully unlocked — can do anything including delete (items go to the trash and can be restored)
ui.aiChatPanel.usage,Usage
ui.aiChatPanel.usage2,Usage: 
ui.aiChatPanel.uSD,Cost (USD)
ui.aiChatPanel.use,Tokens used
ui.aiChatPanel.use2,Tokens used: 
ui.aiChatPanel.useItemChar,Using {0} {0|skill|skills} ({1} {1|character|characters})
ui.aiChatPanel.userNotAllow,The user declined
ui.aiChatPanel.useTaskLatest,Last used
ui.aiChatPanel.useTime, · took {0} s
ui.aiChatPanel.you,You
ui.aiDialogue.call, (also called {0})
ui.aiDialogue.chapter,Role
ui.aiDialogue.character,### Character A
ui.aiDialogue.character2,### Character B
ui.aiDialogue.characterEachItemMust,Each character must have a clearly different voice that fits the personality given. 
ui.aiDialogue.click,Personality
ui.aiDialogue.contextScene,### Scene context
ui.aiDialogue.dot,Weaknesses
ui.aiDialogue.eachPersonSpeakClick,"Have each character speak according to their own personality, manner of speech and goals — do not let both speak alike"
ui.aiDialogue.editHasAction,Prose (with narration between lines)
ui.aiDialogue.fear,Fears
ui.aiDialogue.fearDot,Fears/weaknesses
ui.aiDialogue.forbidPutHeadScene,"No scene headings, no long narration, no numbering"
ui.aiDialogue.formatResult,### Output format
ui.aiDialogue.moodDoShortRemember,(brief mood/action if needed)
ui.aiDialogue.moodScene,Scene mood: 
ui.aiDialogue.msg,Catchphrases
ui.aiDialogue.msg2,Temperament
ui.aiDialogue.msg3,Background
ui.aiDialogue.msg4,Situation: 
ui.aiDialogue.msg5,Idiom
ui.aiDialogue.msg6,Age
ui.aiDialogue.msg7,Motivation
ui.aiDialogue.mustHasCharacterItem,Two characters are required
ui.aiDialogue.name,@Character name
ui.aiDialogue.name2,Name: {0}
ui.aiDialogue.notName,(name unknown)
ui.aiDialogue.only,Distinctive traits
ui.aiDialogue.place,Location: 
ui.aiDialogue.pos,Position
ui.aiDialogue.relation,Relationship: 
ui.aiDialogue.sendOnlyDialogueForbid,"Send only the dialogue — no explanations, headings or introductions"
ui.aiDialogue.sound,Voice
ui.aiDialogue.speak,"{0}{1} says ""{2}"""
ui.aiDialogue.speak2,Speech
ui.aiDialogue.textBeforePageWrite,### Preceding text (continue so it blends in)
ui.aiDialogue.thingEachNeedDialogue,What each side wants from this conversation: 
ui.aiDialogue.time,Time: 
ui.aiDialogue.toneMerge,Overall tone: 
ui.aiDialogue.useFormatScreenplayStyle,Use only this screenplay format (always start a new line):
ui.aiDialogue.writeDialogueBetweenCharacter,"Write a conversation between the following 2 characters, about {0} {0|exchange|exchanges} long"
ui.aiDialogue.writeEditDialogueWord,"Write it as prose: dialogue in quotation marks ""…"" alternating with brief narration of who speaks and what they do"
ui.aiDialogue.youWriterScreenplayThai,You are a professional screenwriter. Write dialogue that sounds like real people talking. 
ui.aiError.addMaxRetriesParameters,Increase Max Retries in Parameters so it backs off and retries automatically
